"","","","Batting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Pitching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Fielding","","","","","","","","","","","","","",""
"Number","Last","First","GP","PA","AB","AVG","OBP","OPS","SLG","H","1B","2B","3B","HR","RBI","R","BB","SO","K-L","HBP","SAC","SF","ROE","FC","SB","SB%","CS","PIK","QAB","QAB%","PA/BB","BB/K","C%","HHB","LD%","FB%","GB%","BABIP","BA/RISP","LOB","2OUTRBI","XBH","TB","PS","PS/PA","2S+3","2S+3%","6+","6+%","AB/HR","GIDP","GITP","CI","IP","GP","GS","BF","#P","W","L","SV","SVO","BS","SV%","H","R","ER","BB","SO","K-L","HBP","ERA","WHIP","LOB","BK","PIK","CS","SB","SB%","WP","BAA","MPHFB","MPHCT","MPHCB","MPHSL","MPHCH","MPHOS","P/IP","P/BF","<3%","LOO","1ST2OUT","123INN","<13","FIP","S%","FPS%","FPSO%","FPSW%","FPSH%","BB/INN","0BBINN","BBS","LOBB","LOBBS","SM%","K/BF","K/BB","WEAK%","HHB%","GO/AO","HR","LD%","FB%","GB%","BABIP","BA/RISP","FB","FBS","FBS%","FBSW%","FBSM%","CT","CTS","CTS%","CTSW%","CTSM%","CB","CBS","CBS%","CBSW%","CBSM%","SL","SLS","SLS%","SLSW%","SLSM%","CH","CHS","CHS%","CHSW%","CHSM%","OS","OSS","OSS%","OSSW%","OSSM%","TC","A","PO","FPCT","E","DP","TP","INN","PB","SB","SB-ATT","CS","CS%","PIK","CI"
"17","Toulmin","Jake","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","3.0","1","1","20","72","0","0","0","0","0","-","4","7","1","6","3","2","0","3.000","3.333","4","0","0","0","0","-","0",".308","N/A","N/A","N/A","N/A","N/A","N/A","24.0","3.600","45.00","1","0","0","1","7.250","48.61","60.00","66.67","0.00","33.33","2.000","0","3","1","0","4.17",".150",".500","72.73","27.27",".333","0","18.18","45.45","36.36",".364",".250","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"19","Grafje","Braden","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","1.2","1","0","6","23","0","0","0","0","0","-","2","0","0","0","1","0","0",".000","1.200","1","0","0","0","2","100.0","0",".333","N/A","N/A","N/A","N/A","N/A","N/A","13.8","3.833","66.67","1","0","0","1","1.634","65.22","33.33","100.0","0.00","0.00",".000","1","0","0","0","13.04",".167","-","60.00","40.00",".500","0","40.00","20.00","40.00",".400",".333","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"22","Foil","Colin","1","0","0","-","-",".000","-","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","-","0","0","0","-","-",".000","-","0","-","-","-","-","-","0","0","0","0","0","-","0","-","0","-","-","0","0","0","3.0","1","1","14","62","0","0","0","0","0","-","4","1","1","0","4","2","0","3.000","1.333","4","0","0","0","1","100.0","1",".286","N/A","N/A","N/A","N/A","N/A","N/A","20.7","4.429","28.57","3","1","1","1","-.280","58.06","78.57","72.73","0.00","27.27",".000","3","0","0","0","6.45",".286","-","80.00","20.00",".250","0","20.00","60.00","20.00",".400",".333","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"22","Howard","Sam","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","2.0","1","0","8","29","0","0","0","0","0","-","2","1","1","0","1","1","0","4.500","1.000","1","0","0","0","0","-","0",".250","N/A","N/A","N/A","N/A","N/A","N/A","14.5","3.625","37.50","2","2","1","1","1.895","68.97","50.00","75.00","0.00","25.00",".000","2","0","0","0","13.79",".125","-","71.43","28.57","1.500","0","28.57","28.57","42.86",".286","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"29","O'Connor","Ryan","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","1.0","1","0","7","26","0","0","0","0","0","-","1","2","1","2","0","0","0","9.000","3.000","2","0","0","0","0","-","1",".200","N/A","N/A","N/A","N/A","N/A","N/A","26.0","3.714","42.86","1","1","0","0","9.860","42.31","28.57","100.0","0.00","0.00","2.000","0","2","0","0","3.85",".000",".000","80.00","20.00",".500","0","20.00","40.00","40.00",".200",".333","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"30","Schrader","Jack","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","4.0","1","1","16","59","0","0","0","0","0","-","4","1","1","0","5","3","0","2.250","1.000","3","0","0","0","1","100.0","0",".250","N/A","N/A","N/A","N/A","N/A","N/A","14.8","3.688","43.75","4","2","2","3","-.062","71.19","68.75","90.91","0.00","9.09",".000","4","0","0","0","10.17",".313","-","81.82","18.18","1.333","0","9.09","36.36","54.55",".364",".333","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Proctor","Caden","3","11","6",".000",".364",".364",".000","0","0","0","0","0","1","2","2","2","1","2","0","1","0","1","0","-","0","0","5","45.45","5.5","1.000","66.67","0","0.00","40.00","60.00",".000",".000","2","0","0","0","44","4.000","2","18.18","3","27.27","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","9","0","8",".889","1","0","0","0.0","0","0","0-0","0","-","0","0"
"","Polott","Daniel","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","1.1","1","0","8","33","0","0","0","0","0","-","3","4","4","1","4","0","0","27.00","3.000","0","0","0","0","0","-","0",".429","N/A","N/A","N/A","N/A","N/A","N/A","24.8","4.125","37.50","1","1","1","0","-2.132","69.70","75.00","50.00","0.00","50.00",".750","1","1","0","0","12.12",".500","4.000","33.33","66.67","-","0","33.33","0.00","66.67","1.000","1.000","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Jones","Finn","1","2","2",".000",".000",".000",".000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","-","0","0","1","50.00","-",".000","50.00","0","0.00","0.00","100.0",".000",".000","2","0","0","0","10","5.000","1","50.00","1","50.00","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Thomas","Gavin","3","8","7",".143",".250",".536",".286","1","0","1","0","0","0","1","1","1","1","0","0","0","1","0","1","100.0","0","0","4","50.00","8.0","1.000","85.71","1","16.67","0.00","83.33",".167",".000","2","0","1","2","36","4.500","3","37.50","2","25.00","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","5","0","4",".800","1","0","0","0.0","0","0","0-0","0","-","0","0"
"","Kim","Jay","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","0.2","1","0","6","18","0","0","0","0","0","-","3","4","4","1","0","0","0","54.00","6.000","0","0","0","0","1","100.0","0",".600","N/A","N/A","N/A","N/A","N/A","N/A","27.0","3.000","66.67","0","0","0","0","8.195","55.56","50.00","33.33","0.00","66.67","1.500","0","1","0","0","0.00",".000",".000","60.00","40.00",".000","0","40.00","60.00","0.00",".600",".333","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Liebreich","Jojo","1","2","2",".500",".500","1.000",".500","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","1","50.00","-",".000","100.0","1","50.00","0.00","50.00",".500","1.000","0","0","0","1","6","3.000","0","0.00","0","0.00","-","0","0","0","0.1","1","0","4","12","0","0","0","0","0","-","2","0","0","1","0","0","0",".000","9.000","3","0","0","0","0","-","0",".667","N/A","N/A","N/A","N/A","N/A","N/A","36.0","3.000","75.00","0","0","0","0","13.19","50.00","75.00","33.33","33.33","33.33","3.000","0","0","0","0","8.33",".000",".000","33.33","66.67",".000","0","0.00","33.33","66.67",".667",".667","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","1","0","1","1.000","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Zeff","Luke","0","0","0",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0.00","0.0",".000","0.00","0","0.00","0.00","0.00",".000",".000","0","0","0","0","0",".000","0","0.00","0","0.00","0.0","0","0","0","1.1","1","0","6","27","0","0","0","0","0","-","1","2","0","0","1","1","0",".000",".750","3","0","0","0","0","-","1",".167","N/A","N/A","N/A","N/A","N/A","N/A","20.3","4.500","16.67","0","0","0","0","1.243","66.67","33.33","100.0","0.00","0.00",".000","1","0","0","0","0.00",".167","-","60.00","40.00",".000","0","40.00","40.00","20.00",".200",".000","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","0","-","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Rulli","Matt","1","1","1",".000",".000",".000",".000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","0","0","0","0.00","-",".000","100.0","0","0.00","0.00","100.0",".000","-","0","0","0","0","5","5.000","0","0.00","0","0.00","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","1","0","1","1.000","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Garrigen","Nick","3","9","9",".000",".000",".000",".000","0","0","0","0","0","0","0","0","4","2","0","0","0","0","1","0","-","0","0","2","22.22","-",".000","55.56","1","20.00","20.00","60.00",".000",".000","8","0","0","0","25","2.778","1","11.11","1","11.11","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","19","0","19","1.000","0","0","0","18.1","6","8","8-8","0","0.00","0","0"
"","Greenwald","Riley","1","1","0","-","1.000","1.000","-","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","-","0","0","1","100.0","1.0",".000","-","0","-","-","-","-","-","0","0","0","0","5","5.000","0","0.00","0","0.00","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0",".000","0","0","0","0.0","0","0","0-0","0","0.00","0","0"
"","Sanner","Seb","2","6","5",".200",".333",".533",".200","1","1","0","0","0","1","2","0","1","1","1","0","0","1","1","1","100.0","0","0","3","50.00","-",".000","80.00","1","25.00","0.00","75.00",".250","1.000","3","1","0","1","22","3.667","2","33.33","2","33.33","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","4","1","3","1.000","0","0","0","0.0","0","0","0-0","0","-","0","0"
"","Prendergast","Tyler","2","4","2",".000",".500",".500",".000","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","-","0","0","1","25.00","-",".000","100.0","0","0.00","50.00","50.00",".000",".000","2","0","0","0","16","4.000","0","0.00","1","25.00","-","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0",".000",".000","0","0","0","0","0","0.00","0",".000","N/A","N/A","N/A","N/A","N/A","N/A","0.0",".000","0.00","0","0","0","0",".000","0.00","0.00","0.00","0.00","0.00",".000","0","0","0","0","0.00",".000",".000","0.00","0.00",".000","0","0.00","0.00","0.00",".000",".000","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","0","0","0.00","0.00","0.00","2","0","2","1.000","0","0","0","0.0","0","0","0-0","0","-","0","0"
"Totals","","","3","96","78",".179",".323",".541",".218","14","11","3","0","0","10","14","11","16","7","6","0","1","6","6","4","100.0","0","0","42","43.75","8.7",".688","79.49","14","15.87","20.63","63.49",".222",".308","42","4","3","17","359","3.740","13","13.54","17","17.71","-","1","0","0","19.0","3","3","101","388","0","0","0","0","0","-","26","23","14","15","19","9","0","6.632","2.158","21","0","0","0","8","100.0","4",".306","N/A","N/A","N/A","N/A","N/A","N/A","20.4","3.842","41.58","13","7","5","7","3.219","57.73","56.44","71.93","1.75","26.32",".789","12","8","2","1","6.70",".188","1.267","70.15","29.85",".522","0","22.39","40.30","37.31",".388",".343","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","0","0","-","-","-","71","8","57",".915","6","2","0","19.0","6","8","8-8","0","0.00","0","0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
